item	writer
57526	nm0122335
3824	nm0122335
54612	nm0122335
55255	nm0122335
531	nm0122364
262	nm0122364
917	nm0122364
1262	nm0122446
25788	nm0122446
3364	nm0122446
8765	nm0122446
25773	nm0122446
31255	nm0122446
51638	nm0122446
7216	nm0122446
2057	nm0122484
1015	nm0122484
609	nm0122484
144	nm0122653
27837	nm0122653
804	nm0122653
93040	nm0122741
99468	nm0122741
2247	nm0122787
3392	nm0122787
1005	nm0122950
516	nm0122950
69640	nm0123174
26812	nm0123174
2687	nm0123194
6991	nm0123194
93363	nm0123194
3019	nm0123221
7123	nm0123221
3549	nm0123242
7888	nm0123242
85367	nm0123242
3751	nm0123666
38038	nm0123666
33615	nm0123666
62999	nm0123666
84637	nm0123666
95105	nm0123666
7728	nm0124002
938	nm0124002
51638	nm0124002
59725	nm0124299
78174	nm0124299
2401	nm0125060
4947	nm0125060
54686	nm0125336
5081	nm0125336
111759	nm0125336
81641	nm0125336
54686	nm0125358
5081	nm0125358
85	nm0125706
5527	nm0125706
1923	nm0125803
231	nm0125803
4890	nm0125803
3752	nm0125803
6482	nm0125803
85022	nm0125803
7150	nm0125803
2836	nm0125803
55261	nm0125803
84944	nm0126096
113741	nm0126096
4373	nm0127373
4153	nm0127373
86345	nm0127373
92535	nm0127373
51903	nm0127373
86377	nm0127373
86347	nm0127373
104069	nm0127373
32289	nm0127690
4700	nm0127690
8808	nm0127690
3435	nm0128906
2066	nm0128906
7728	nm0128906
2612	nm0128906
86487	nm0128906
3529	nm0128906
36517	nm0128997
10	nm0128997
31435	nm0128997
6986	nm0129721
8125	nm0129721
45431	nm0131661
6889	nm0131661
168	nm0131661
5127	nm0131969
71325	nm0131969
2288	nm0132168
2660	nm0132168
90345	nm0132168
25996	nm0132180
4801	nm0132180
63808	nm0133028
5272	nm0133028
63808	nm0134559
5272	nm0134559
5548	nm0135117
4971	nm0135117
2372	nm0135117
31696	nm0135141
57464	nm0135141
364	nm0135296
50872	nm0135296
783	nm0135296
2476	nm0135829
8045	nm0135829
96832	nm0136021
63179	nm0136021
2704	nm0136021
7161	nm0136950
7395	nm0136950
42009	nm0136950
5062	nm0137573
3135	nm0137573
85020	nm0137573
5692	nm0137573
5959	nm0138620
78469	nm0138620
50794	nm0138620
91976	nm0138620
62792	nm0138620
53123	nm0138809
111622	nm0138809
2860	nm0139461
37477	nm0139461
1277	nm0140643
6666	nm0140643
154	nm0140643
1295	nm0140643
4928	nm0140643
1161	nm0140643
26318	nm0140643
4399	nm0140643
5937	nm0140643
8959	nm0140643
1150	nm0140643
2875	nm0140643
5646	nm0140643
52448	nm0140643
26198	nm0140717
40962	nm0140717
1032	nm0140902
74789	nm0140902
26631	nm0140902
4911	nm0140902
80748	nm0140902
1305	nm0141281
2460	nm0141281
103279	nm0142154
3997	nm0142154
48	nm0142200
1566	nm0142200
535	nm0142577
112183	nm0142577
87298	nm0142577
1380	nm0143558
1381	nm0143558
8830	nm0143596
2616	nm0143596
1101	nm0143596
7033	nm0143596
3564	nm0143596
4677	nm0143596
1499	nm0143596
942	nm0143837
25952	nm0143837
1129	nm0145309
3489	nm0145309
2453	nm0145309
849	nm0145309
93563	nm0145309
55872	nm0145309
2074	nm0146960
27408	nm0146960
81788	nm0146991
89629	nm0146991
39381	nm0147022
96432	nm0147022
3089	nm0147599
8724	nm0147599
31309	nm0147599
3028	nm0147599
4395	nm0147599
8755	nm0147599
2324	nm0148437
2593	nm0148437
48032	nm0148437
27368	nm0149260
79824	nm0149260
8636	nm0149290
3317	nm0149290
93363	nm0149290
6218	nm0149446
50912	nm0149446
31694	nm0149446
62718	nm0149446
3265	nm0150906
26865	nm0150906
6686	nm0150906
6722	nm0150909
6723	nm0150909
26681	nm0150929
6387	nm0150929
262	nm0151358
33669	nm0151358
61071	nm0151358
6266	nm0151358
4231	nm0151358
3435	nm0151452
2186	nm0151452
1284	nm0151452
2511	nm0151452
1069	nm0151452
7319	nm0151540
5110	nm0151540
47640	nm0151540
3873	nm0151949
8618	nm0151949
364	nm0152312
595	nm0152312
783	nm0152312
3159	nm0152312
95167	nm0152312
6879	nm0152466
436	nm0152466
43708	nm0152638
1753	nm0152638
7070	nm0153698
6429	nm0153698
6409	nm0153698
26085	nm0153698
51063	nm0154104
74541	nm0154104
3504	nm0154665
4713	nm0154665
1946	nm0154665
3194	nm0154665
6840	nm0154665
4709	nm0154665
8190	nm0154665
96821	nm0154716
40826	nm0154716
334	nm0155009
3832	nm0155009
3158	nm0155280
6382	nm0155280
31950	nm0156320
48416	nm0156320
7879	nm0158632
3851	nm0158632
79242	nm0158966
1897	nm0158966
6215	nm0158966
6773	nm0158984
81018	nm0158984
50912	nm0158984
53468	nm0158989
8157	nm0158989
48516	nm0159039
7981	nm0159039
27802	nm0159039
27660	nm0159109
6857	nm0159109
5146	nm0159109
31878	nm0159507
6618	nm0159507
6909	nm0161152
57534	nm0161152
61465	nm0161152
37386	nm0161285
27660	nm0161285
3990	nm0161285
78039	nm0161834
101525	nm0161834
4225	nm0162274
2618	nm0162274
6599	nm0162952
7024	nm0162952
8830	nm0163177
57951	nm0163177
2804	nm0163706
2555	nm0163706
3688	nm0163706
3689	nm0163706
65126	nm0163988
3798	nm0163988
175	nm0164187
7976	nm0164187
26386	nm0164444
8596	nm0164444
8512	nm0164444
3948	nm0164898
30825	nm0164898
82852	nm0164898
5603	nm0165021
6967	nm0165021
1262	nm0165412
2454	nm0165412
3296	nm0165412
6416	nm0165412
6996	nm0166018
3771	nm0166018
58295	nm0166074
3060	nm0166074
48982	nm0166074
7573	nm0166074
54190	nm0166074
38388	nm0166074
588	nm0166256
2081	nm0166256
72737	nm0166256
1566	nm0166256
1064	nm0166256
5882	nm0166256
2048	nm0166256
2092	nm0166256
2033	nm0166256
2078	nm0166307
3034	nm0166307
616	nm0166307
1023	nm0166307
31193	nm0166307
1033	nm0166307
2090	nm0166307
85259	nm0166307
85316	nm0166307
3034	nm0166551
616	nm0166551
31193	nm0166551
85316	nm0166551
542	nm0166767
8362	nm0166767
4441	nm0167195
5055	nm0167195
7116	nm0167241
7700	nm0167241
7333	nm0167241
6467	nm0167241
640	nm0167241
4641	nm0167280
45440	nm0167280
6982	nm0167496
659	nm0167496
5956	nm0168379
198	nm0168379
412	nm0168379
8535	nm0168379
7064	nm0168413
3067	nm0168413
25954	nm0168413
1248	nm0168759
26148	nm0168759
8937	nm0169173
1488	nm0169173
56251	nm0169326
60161	nm0169326
62956	nm0169326
66297	nm0169326
1	nm0169505
53993	nm0169505
8372	nm0169505
46337	nm0169505
7161	nm0169505
8860	nm0169540
6281	nm0169540
426	nm0169540
1345	nm0169548
26693	nm0169548
86000	nm0169806
53189	nm0169806
115122	nm0169806
47202	nm0170043
50912	nm0170043
6770	nm0170043
5254	nm0170160
8985	nm0170160
2501	nm0171474
8908	nm0171474
1401	nm0171474
479	nm0171474
886	nm0171474
79588	nm0171474
30818	nm0171474
90717	nm0171651
47518	nm0171651
1573	nm0171718
4367	nm0171718
6947	nm0171722
49274	nm0171722
72228	nm0171722
596	nm0172830
828	nm0172830
899	nm0173679
3548	nm0173679
3606	nm0173679
935	nm0173679
5991	nm0174374
8966	nm0174374
2333	nm0174374
49824	nm0174374
1267	nm0174410
8781	nm0174410
3685	nm0174410
1032	nm0174974
1024	nm0174974
973	nm0175028
8295	nm0175028
84392	nm0175093
5506	nm0175093
954	nm0175333
3088	nm0175333
973	nm0175333
4188	nm0175333
1208	nm0175676
2210	nm0175676
5965	nm0175676
47099	nm0175726
39444	nm0175726
106918	nm0175726
3135	nm0175852
3528	nm0175852
40412	nm0175916
90357	nm0175916
103984	nm0176197
90528	nm0176197
106438	nm0176869
104078	nm0176869
733	nm0177018
2881	nm0177018
364	nm0177170
1907	nm0177170
7708	nm0177228
3968	nm0177228
7698	nm0177304
43677	nm0177304
2186	nm0177336
2187	nm0177336
48520	nm0177637
5255	nm0177637
90717	nm0177836
47518	nm0177836
6977	nm0177875
409	nm0177875
41569	nm0178260
2366	nm0178260
2367	nm0178260
2429	nm0178260
2430	nm0178260
73023	nm0178376
104881	nm0178376
903	nm0178785
933	nm0178785
55269	nm0178910
94959	nm0178910
4785	nm0179278
5653	nm0179278
4785	nm0179281
5653	nm0179281
1955	nm0180011
5214	nm0180011
90746	nm0180428
87192	nm0180428
84601	nm0180508
112940	nm0180508
3347	nm0180644
1442	nm0180644
3032	nm0181019
56174	nm0181019
2531	nm0181019
3032	nm0181020
56174	nm0181020
2531	nm0181020
27338	nm0181185
83798	nm0181185
3788	nm0181497
7749	nm0181497
4429	nm0181658
935	nm0181658
25916	nm0181658
8153	nm0181658
2901	nm0181741
6755	nm0181741
4915	nm0181741
99437	nm0181741
596	nm0183183
1032	nm0183183
2087	nm0183183
1024	nm0183183
5879	nm0184445
42725	nm0184445
44840	nm0184445
7260	nm0184947
5620	nm0184947
69253	nm0184947
2089	nm0185084
709	nm0185084
5159	nm0185084
80489	nm0185976
116823	nm0185976
46850	nm0187091
61257	nm0187091
2366	nm0187256
8295	nm0187256
2367	nm0187256
7046	nm0188165
42015	nm0188165
3130	nm0188165
27020	nm0188165
4699	nm0188165
7028	nm0188832
2796	nm0188832
7757	nm0189117
5540	nm0189117
76175	nm0189117
93766	nm0189117
1035	nm0189496
7058	nm0189496
4153	nm0189504
72169	nm0189504
1408	nm0189610
662	nm0189610
5308	nm0189979
3248	nm0189979
2354	nm0190780
3990	nm0190780
48774	nm0190859
5225	nm0190859
50912	nm0190859
104841	nm0190859
2006	nm0191547
941	nm0191547
39435	nm0191547
4886	nm0191717
48414	nm0191717
1580	nm0192384
5459	nm0192384
94777	nm0192384
1975	nm0192446
1977	nm0192446
1976	nm0192446
1979	nm0192446
1978	nm0192446
1980	nm0192446
4017	nm0193009
2121	nm0193009
3420	nm0193224
2253	nm0193224
53883	nm0193231
92475	nm0193231
6942	nm0193485
357	nm0193485
4246	nm0193485
2671	nm0193485
65135	nm0193485
34552	nm0193485
68073	nm0193485
8969	nm0193485
1665	nm0193485
52694	nm0193485
91126	nm0193485
104374	nm0193485
65133	nm0193485
2382	nm0193615
2383	nm0193615
2052	nm0193854
5523	nm0193854
2723	nm0193854
3668	nm0195148
2862	nm0195148
1028	nm0196119
2080	nm0196119
1031	nm0196119
1010	nm0196119
87869	nm0197855
105468	nm0197855
25771	nm0198557
25774	nm0198557
36363	nm0199381
74727	nm0199381
4705	nm0200473
141	nm0200473
44937	nm0201094
6008	nm0201094
3010	nm0201094
86884	nm0201094
70846	nm0201094
44937	nm0201095
6008	nm0201095
3010	nm0201095
86884	nm0201095
70846	nm0201095
1465	nm0201304
27618	nm0201304
56775	nm0201304
3553	nm0201304
26999	nm0201304
33615	nm0201509
62999	nm0201509
95105	nm0201509
5608	nm0201543
79860	nm0201543
58299	nm0202425
79091	nm0202425
103335	nm0202425
5804	nm0202425
4732	nm0202425
93272	nm0202425
932	nm0202681
25828	nm0202681
7217	nm0202681
4246	nm0203577
222	nm0203577
4234	nm0203577
60758	nm0203577
7669	nm0203577
89678	nm0203577
27647	nm0203577
8969	nm0203577
90403	nm0203577
2398	nm0204016
6237	nm0204016
277	nm0204016
76093	nm0204030
48982	nm0204030
90647	nm0204030
4558	nm0204030
6550	nm0204030
90522	nm0204030
3268	nm0204030
26148	nm0204608
25918	nm0204608
4939	nm0204651
106642	nm0204651
8372	nm0204825
46337	nm0204825
4990	nm0204884
47124	nm0204884
26198	nm0205070
40962	nm0205070
54999	nm0205157
7541	nm0205157
7895	nm0206137
7897	nm0206137
4312	nm0206797
54328	nm0206797
595	nm0207305
7064	nm0207305
33564	nm0208086
3205	nm0208086
4626	nm0208923
5650	nm0208923
12	nm0209918
26386	nm0209918
8512	nm0209918
31223	nm0210320
1881	nm0210320
101142	nm0210320
4437	nm0211063
3587	nm0211063
25774	nm0211381
7024	nm0211381
1036	nm0211823
5049	nm0211823
3698	nm0211823
173	nm0211823
355	nm0211823
393	nm0211823
1370	nm0211823
6664	nm0211823
7000	nm0211823
5027	nm0211823
420	nm0211823
6564	nm0211823
2468	nm0211823
2313	nm0212246
2757	nm0212246
3723	nm0212246
45175	nm0213017
50954	nm0213017
2094	nm0213100
3388	nm0213100
76093	nm0213450
1907	nm0213450
5444	nm0213450
112175	nm0213450
1923	nm0214036
5804	nm0214036
45074	nm0214036
49013	nm0214036
6332	nm0214036
4141	nm0214036
2947	nm0214989
8879	nm0214989
8772	nm0214989
3028	nm0214989
2533	nm0214989
2530	nm0214989
2531	nm0214989
2532	nm0214989
2983	nm0215050
4930	nm0215050
4135	nm0215269
3696	nm0215269
519	nm0215269
2148	nm0215269
6254	nm0217568
8335	nm0217568
2058	nm0218621
31420	nm0218621
765	nm0218621
103075	nm0218621
199	nm0218840
50229	nm0218840
40819	nm0219456
2093	nm0219456
65585	nm0220045
4149	nm0220045
58078	nm0220521
78041	nm0220521
37720	nm0220600
97188	nm0220600
7059	nm0222079
25962	nm0222079
3481	nm0222584
1500	nm0222584
8158	nm0223320
707	nm0223320
1409	nm0223320
5135	nm0223526
7789	nm0223526
26462	nm0223960
4488	nm0223960
2951	nm0223964
3681	nm0223964
5653	nm0223964
8870	nm0224187
802	nm0224187
2497	nm0224187
2676	nm0224187
4305	nm0224187
4343	nm0224606
4023	nm0224606
74154	nm0224606
910	nm0224634
909	nm0224634
6579	nm0224634
6581	nm0224634
937	nm0224634
3076	nm0224634
4186	nm0224634
5397	nm0224634
6573	nm0224634
7093	nm0224634
85367	nm0224634
48322	nm0225164
5785	nm0225164
8496	nm0225820
140	nm0225820
916	nm0226538
6650	nm0226538
5604	nm0226538
26148	nm0227481
7059	nm0227481
4016	nm0227540
40339	nm0227540
1959	nm0227598
6791	nm0227598
3213	nm0227704
27311	nm0227704
27155	nm0227704
5349	nm0228492
8636	nm0228492
52722	nm0228492
95510	nm0228492
110553	nm0228492
52975	nm0228908
6593	nm0228908
3969	nm0228908
36525	nm0228908
5452	nm0228908
84152	nm0228908
500	nm0228908
2763	nm0228908
8614	nm0228908
3394	nm0228908
55261	nm0228908
3635	nm0228970
3638	nm0228970
6582	nm0228970
27366	nm0229569
2075	nm0229569
1748	nm0229644
2406	nm0229644
2912	nm0229644
4448	nm0229644
92008	nm0229644
7003	nm0229644
115170	nm0229694
101025	nm0229694
1	nm0230032
4886	nm0230032
60069	nm0230032
68954	nm0230032
3114	nm0230032
88345	nm0230032
2193	nm0231190
3259	nm0231190
5610	nm0231190
55363	nm0231596
4251	nm0231596
97860	nm0231596
27618	nm0232776
32596	nm0232776
89190	nm0232776
6884	nm0232858
5668	nm0232858
4474	nm0232858
1305	nm0232924
506	nm0232924
47148	nm0233026
3258	nm0233026
6287	nm0233563
6687	nm0233563
1907	nm0234837
2687	nm0234837
88267	nm0234837
48	nm0234837
1566	nm0234837
6889	nm0234837
25993	nm0235160
1937	nm0235160
1956	nm0235683
3724	nm0235683
26504	nm0235683
5292	nm0235683
26562	nm0235683
33725	nm0236226
27555	nm0236226
73017	nm0236279
5383	nm0236279
6581	nm0236279
8404	nm0236279
8401	nm0236279
2048	nm0236279
91542	nm0236279
2414	nm0236279
6946	nm0236421
6763	nm0236421
3060	nm0236486
26838	nm0236486
6367	nm0236881
6535	nm0236881
4018	nm0236884
289	nm0236884
1929	nm0237033
8401	nm0237033
942	nm0237225
32371	nm0237225
55895	nm0237225
3475	nm0237439
25971	nm0237439
1276	nm0237543
33036	nm0237543
44	nm0238256
2549	nm0238256
1584	nm0238668
77658	nm0238668
1991	nm0238841
2315	nm0238841
1992	nm0238841
8967	nm0238841
1333	nm0238898
928	nm0238898
5105	nm0238898
4903	nm0239653
8813	nm0239653
72167	nm0240627
3275	nm0240627
5637	nm0241090
537	nm0241090
31923	nm0241416
7720	nm0241416
302	nm0241416
5064	nm0241416
552	nm0241416
1801	nm0241416
4756	nm0241416
53919	nm0241416
90403	nm0241416
3959	nm0241949
3927	nm0241949
5171	nm0241949
1644	nm0242028
2338	nm0242028
647	nm0242059
62	nm0242059
89	nm0242059
5765	nm0242637
79533	nm0242637
5651	nm0242637
48322	nm0242756
81156	nm0242756
5785	nm0242756
8496	nm0242869
140	nm0242869
1408	nm0242897
943	nm0242897
1935	nm0242897
32139	nm0242897
41585	nm0242897
77421	nm0243231
47793	nm0243231
93512	nm0243231
77421	nm0243233
47793	nm0243233
93512	nm0243233
8197	nm0243921
7010	nm0243921
108932	nm0247653
3438	nm0247653
3439	nm0247653
51939	nm0247653
3440	nm0247653
5999	nm0247653
2053	nm0248054
2613	nm0248054
5582	nm0248054
67508	nm0248942
4439	nm0248942
66934	nm0249421
3745	nm0249421
4515	nm0250735
4501	nm0250735
4886	nm0250995
95858	nm0250995
31410	nm0251536
48997	nm0251536
67508	nm0251536
69685	nm0251550
27369	nm0251550
2940	nm0252100
31770	nm0252100
5970	nm0253214
585	nm0253214
5969	nm0253214
1895	nm0253323
4248	nm0253323
818	nm0253323
3564	nm0253323
59333	nm0253323
73319	nm0253323
2109	nm0253498
33126	nm0253498
71899	nm0254178
32562	nm0254178
70336	nm0254213
34534	nm0254213
345	nm0254632
68963	nm0254632
4306	nm0254645
6539	nm0254645
588	nm0254645
8360	nm0254645
45722	nm0254645
53125	nm0254645
2006	nm0254645
53121	nm0254645
1882	nm0254645
1064	nm0254645
5882	nm0254645
1920	nm0254645
3483	nm0254645
78637	nm0254645
2092	nm0254645
64249	nm0254645
56775	nm0254645
39435	nm0254645
86880	nm0254645
103384	nm0254645
3535	nm0254735
5666	nm0254735
4126	nm0254735
1617	nm0255278
48142	nm0255278
59016	nm0255278
6185	nm0255278
35957	nm0255296
68941	nm0255296
52458	nm0255296
65135	nm0255780
65133	nm0255780
60126	nm0256079
44004	nm0256079
102720	nm0256079
51698	nm0256497
3510	nm0256497
2161	nm0256779
2162	nm0256779
126	nm0256779
5899	nm0256831
31950	nm0256831
48322	nm0257424
81156	nm0257424
5785	nm0257424
1282	nm0257481
594	nm0257481
596	nm0257481
1029	nm0257481
364	nm0258059
1907	nm0258059
1566	nm0258059
6889	nm0258059
3615	nm0258059
1172	nm0258268
27728	nm0258268
4846	nm0258268
27869	nm0258268
46322	nm0258268
33669	nm0258286
1409	nm0258286
33836	nm0258286
2424	nm0258286
4020	nm0258370
3728	nm0258370
8830	nm0258390
2616	nm0258390
1101	nm0258390
7033	nm0258390
3564	nm0258390
4677	nm0258390
1499	nm0258390
912	nm0258493
1269	nm0258493
6856	nm0258493
8331	nm0258493
3339	nm0258493
7085	nm0258493
912	nm0258525
1269	nm0258525
6856	nm0258525
8331	nm0258525
581	nm0258531
26524	nm0258531
80553	nm0258531
72737	nm0258627
1646	nm0258627
2006	nm0260675
3841	nm0260675
3930	nm0261400
4411	nm0261400
3556	nm0262325
80166	nm0262325
1259	nm0262595
3699	nm0262595
1474	nm0262595
53129	nm0262595
15	nm0262595
5103	nm0262693
7030	nm0262693
8017	nm0264088
2373	nm0264088
41	nm0264236
4976	nm0264236
173	nm0264338
96737	nm0264338
34162	nm0264520
104211	nm0264520
1282	nm0266338
2018	nm0266338
3159	nm0266338
785	nm0266673
5459	nm0266673
54004	nm0266673
1272	nm0267018
3066	nm0267018
2648	nm0267020
25773	nm0267020
27416	nm0267244
8576	nm0267244
5323	nm0267805
50800	nm0267805
65601	nm0267805
84942	nm0267805
25753	nm0267868
25764	nm0267868
25766	nm0267868
59604	nm0268107
891	nm0268107
3546	nm0268230
26116	nm0268230
1923	nm0268380
231	nm0268380
4890	nm0268380
3752	nm0268380
6482	nm0268380
85022	nm0268380
7150	nm0268380
2836	nm0268380
55261	nm0268380
1931	nm0268513
952	nm0268513
1060	nm0269463
4452	nm0269463
71668	nm0269463
111443	nm0269463
91077	nm0269542
102993	nm0269542
3505	nm0269879
8767	nm0269879
3167	nm0270547
2088	nm0270547
10	nm0270761
1722	nm0270761
3082	nm0270761
196	nm0271022
2735	nm0271022
1862	nm0271022
2448	nm0271022
7340	nm0271022
5013	nm0271501
38994	nm0271501
68269	nm0271501
8534	nm0271501
8833	nm0271501
82202	nm0271501
1019	nm0271641
30712	nm0271641
948	nm0272209
25841	nm0272209
25795	nm0272209
1610	nm0272511
1320	nm0272511
1275	nm0272511
4084	nm0272511
3197	nm0272511
1227	nm0274853
6803	nm0274853
4794	nm0274853
1625	nm0274905
6537	nm0274905
68791	nm0274905
71530	nm0274905
8666	nm0274905
185	nm0274905
917	nm0274923
5099	nm0274923
2340	nm0274923
34072	nm0275260
1365	nm0275260
8724	nm0275269
31309	nm0275269
4903	nm0275284
87079	nm0275284
58559	nm0275286
33794	nm0275286
1748	nm0275286
91529	nm0275286
5254	nm0275286
103042	nm0275286
2167	nm0275286
58025	nm0275286
8985	nm0275286
60979	nm0275286
839	nm0275286
111364	nm0275286
6957	nm0275629
4386	nm0275629
34321	nm0275629
74275	nm0275629
48696	nm0276062
4903	nm0276062
4246	nm0276144
8969	nm0276144
2867	nm0276169
1991	nm0276169
26887	nm0276169
742	nm0276169
26504	nm0276169
2902	nm0276169
89030	nm0276169
4356	nm0276284
7933	nm0276284
52952	nm0276349
40412	nm0276349
6212	nm0276821
68135	nm0276821
27751	nm0276823
724	nm0276823
3686	nm0276823
77206	nm0276882
84950	nm0276882
3789	nm0277643
5803	nm0277643
4855	nm0277807
3682	nm0277807
31255	nm0277807
4945	nm0277807
4498	nm0277807
4957	nm0277807
6394	nm0277807
4855	nm0277849
3682	nm0277849
4945	nm0277849
4498	nm0277849
4957	nm0277849
6394	nm0277849
31116	nm0277874
7078	nm0277874
1381	nm0277946
2792	nm0277946
2139	nm0278181
48	nm0278181
783	nm0278181
7374	nm0278181
2664	nm0278277
7001	nm0278277
54771	nm0278277
426	nm0278277
7155	nm0278759
45175	nm0278759
67788	nm0278759
7835	nm0279795
6047	nm0279795
64957	nm0280234
927	nm0280234
7178	nm0280234
102407	nm0280234
60514	nm0280814
58972	nm0280814
1919	nm0280814
8866	nm0280814
42958	nm0280814
1251	nm0280919
8154	nm0280919
7234	nm0280919
2351	nm0280919
8848	nm0280919
7067	nm0280919
4325	nm0280919
47423	nm0281396
80693	nm0281396
67223	nm0281396
906	nm0281556
3404	nm0281556
936	nm0281556
6239	nm0281556
2939	nm0281556
2485	nm0281592
4168	nm0281592
61246	nm0281598
724	nm0281598
550	nm0281598
2759	nm0281598
53466	nm0281598
4446	nm0282027
5146	nm0282027
5434	nm0282061
3017	nm0282061
2648	nm0282984
1340	nm0282984
5732	nm0284336
81731	nm0284336
71619	nm0284774
76079	nm0284774
1207	nm0285210
3271	nm0285210
2070	nm0285210
2069	nm0285210
930	nm0285218
941	nm0285218
5660	nm0285302
5187	nm0285302
6416	nm0285302
7618	nm0285302
67408	nm0285379
61255	nm0285379
1250	nm0286025
1283	nm0286025
3654	nm0286025
3519	nm0286025
44100	nm0286025
969	nm0286163
6457	nm0286163
3406	nm0286163
1296	nm0286950
3260	nm0286950
7087	nm0286950
3094	nm0286950
1238	nm0287025
5752	nm0287025
8207	nm0287046
3230	nm0287046
2648	nm0287124
2644	nm0287124
941	nm0287124
4784	nm0288826
7114	nm0288826
543	nm0289219
473	nm0289219
10	nm0289833
34150	nm0289833
6534	nm0289833
434	nm0289833
7439	nm0289833
8724	nm0290050
31309	nm0290050
3467	nm0290809
4292	nm0290809
6452	nm0290809
5435	nm0290809
3501	nm0290809
8334	nm0290809
7303	nm0290833
116	nm0290833
7386	nm0290931
31617	nm0290931
7075	nm0291035
8711	nm0291035
8796	nm0291035
3675	nm0291035
5445	nm0291082
21	nm0291082
1912	nm0291082
27821	nm0291082
52241	nm0291082
3044	nm0291082
4787	nm0291082
27837	nm0291082
490	nm0291082
65230	nm0291082
103772	nm0291082
2406	nm0291442
2467	nm0291442
7028	nm0291442
1689	nm0291442
4052	nm0291442
93287	nm0291442
7340	nm0291449
7026	nm0291449
3578	nm0291905
8640	nm0291905
1693	nm0291905
2468	nm0291905
31923	nm0292129
7720	nm0292129
2373	nm0292129
7570	nm0292129
7647	nm0292450
4981	nm0292450
7826	nm0293388
3096	nm0293388
53000	nm0294379
5949	nm0294379
2141	nm0294440
4519	nm0294440
1289	nm0294825
3677	nm0294825
96606	nm0294825
3785	nm0294997
4388	nm0294997
6888	nm0294997
44972	nm0294997
50798	nm0294997
743	nm0294997
57532	nm0294997
43919	nm0294997
3789	nm0295053
5803	nm0295053
2100	nm0295171
5250	nm0295171
55261	nm0295171
581	nm0295243
80553	nm0295243
34048	nm0295264
48142	nm0295264
836	nm0295264
5388	nm0296154
1889	nm0296154
25886	nm0296207
1936	nm0296207
25916	nm0296207
3822	nm0296829
31123	nm0296829
4410	nm0296861
7502	nm0296861
116161	nm0296861
74510	nm0296926
73323	nm0296926
31522	nm0297064
6126	nm0297064
5763	nm0297064
32369	nm0297190
8768	nm0297190
74450	nm0297545
7375	nm0297545
91628	nm0297545
1284	nm0299154
4329	nm0299154
7215	nm0299154
1931	nm0299154
2847	nm0299154
25929	nm0299154
7039	nm0299301
59103	nm0299301
5389	nm0299301
1378	nm0299301
1379	nm0299301
7324	nm0299301
6517	nm0299301
8119	nm0299301
48	nm0300265
709	nm0300265
4034	nm0300866
40583	nm0300866
7379	nm0300866
3513	nm0300866
41617	nm0300866
3000	nm0301274
54259	nm0301274
66097	nm0301274
55995	nm0301274
37857	nm0301274
2134	nm0301362
842	nm0301362
6519	nm0301416
42011	nm0301416
1270	nm0301826
5125	nm0301826
2011	nm0301826
2012	nm0301826
6902	nm0301826
842	nm0301826
7104	nm0301826
74152	nm0302108
43652	nm0302108
2013	nm0302904
5644	nm0302904
45442	nm0302904
3104	nm0303032
145	nm0303032
6548	nm0303032
7381	nm0303032
62644	nm0304541
33124	nm0304541
3255	nm0304665
2100	nm0304665
32031	nm0304665
3526	nm0304665
32598	nm0304665
2518	nm0304665
432	nm0304665
4321	nm0304665
2567	nm0304665
26555	nm0304665
719	nm0304665
2374	nm0304665
237	nm0304665
3565	nm0304665
46972	nm0304830
68793	nm0304830
33830	nm0304830
51088	nm0304830
54732	nm0304830
32017	nm0304830
49276	nm0304830
109846	nm0304830
8912	nm0304830
2943	nm0306627
4312	nm0306627
3194	nm0306949
26147	nm0306949
3430	nm0307257
5187	nm0307257
54787	nm0307257
6502	nm0307497
52328	nm0307497
80969	nm0307497
3285	nm0307497
96737	nm0307497
4361	nm0307561
3505	nm0307561
1216	nm0307561
26492	nm0307561
920	nm0308177
6047	nm0308177
8169	nm0308376
2052	nm0308376
2456	nm0308376
25996	nm0308604
25839	nm0308604
31528	nm0308604
39307	nm0309691
90249	nm0309691
4771	nm0309691
97923	nm0309691
31225	nm0309691
109850	nm0309691
44022	nm0310087
69644	nm0310087
4899	nm0310087
2670	nm0310775
8661	nm0310775
5005	nm0310775
26085	nm0310775
82744	nm0311020
886	nm0311020
5329	nm0311024
5312	nm0311024
82744	nm0311024
7844	nm0311508
26713	nm0311508
2141	nm0312076
4519	nm0312076
4361	nm0312205
8796	nm0312205
5214	nm0312205
26812	nm0312205
3968	nm0312205
648	nm0312367
45186	nm0312367
91630	nm0312367
3623	nm0312367
7055	nm0312510
25797	nm0312510
750	nm0313570
7560	nm0313570
30749	nm0313623
475	nm0313623
26965	nm0313623
5107	nm0313623
55288	nm0313623
112852	nm0314153
2450	nm0314153
27155	nm0314153
2354	nm0314480
3990	nm0314480
4326	nm0314665
51357	nm0314665
2078	nm0314788
3034	nm0314788
616	nm0314788
1023	nm0314788
31193	nm0314788
1566	nm0314788
1033	nm0314788
2090	nm0314788
2048	nm0314788
709	nm0314788
2033	nm0314788
85259	nm0314788
901	nm0314826
8999	nm0314826
4886	nm0314870
115617	nm0314870
103141	nm0314870
71520	nm0315041
78160	nm0315041
78162	nm0315041
78544	nm0315041
78034	nm0315041
83506	nm0315041
8838	nm0315205
6436	nm0315205
