item	title
26603	Prince of Darkness (1987)
4389	Lost and Delirious (2001)
106841	August: Osage County (2013)
55946	Lions For Lambs (2007)
6705	Party Monster (2003)
7260	Latter Days (2003)
69394	Stoning of Soraya M., The (2008)
27186	Kirikou and the Sorceress (Kirikou et la sorcière) (1998)
27369	Daria: Is It Fall Yet? (2000)
7010	Lover, The (Amant, L') (1992)
31101	Stander (2003)
33288	Kes (1969)
30892	In the Realms of the Unreal (2004)
5980	Black Christmas (1974)
7919	Drunken Angel (Yoidore tenshi) (1948)
109864	Veronica Mars (2014)
45635	Notorious Bettie Page, The (2005)
26502	Christmas Carol, A (1984)
6695	Jeepers Creepers 2 (2003)
6882	Returner (Ritaanaa) (2002)
2500	Jawbreaker (1999)
82037	Tillman Story, The (2010)
1699	Butcher Boy, The (1997)
33722	Ladies in Lavender (2004)
52283	Reaping, The (2007)
27329	Paradise Lost 2: Revelations (2000)
27865	Azumi (2003)
86852	Beaver, The (2011)
2774	Better Than Chocolate (1999)
46664	Fallen Idol, The (1948)
69324	Flame and Citron (Flammen & Citronen) (2008)
26269	Lone Wolf and Cub: Sword of Vengeance (Kozure Ôkami: Kowokashi udekashi tsukamatsuru) (1972)
103624	Fruitvale Station (2013)
102753	Past, The (Le passé) (2013)
44889	Reefer Madness: The Movie Musical (2005)
52666	Benny's Video (1992)
97057	Kon-Tiki (2012)
97673	56 Up (2012)
7485	Good Morning (Ohayô) (1959)
49225	Street Fight (2005)
86487	Mildred Pierce (2011)
41627	Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967)
8535	De-Lovely (2004)
62235	Red (2008)
5187	Hopscotch (1980)
8675	Enemy Below, The (1957)
6629	House of Wax (1953)
96911	Royal Affair, A (Kongelig affære, En) (2012)
50651	Kenny (2006)
5527	Possession (2002)
3658	Quatermass and the Pit (1967)
90357	Tyrannosaur (2011)
91869	Being Elmo: A Puppeteer's Journey (2011)
91199	Weekend (2011)
101962	Wolf Children (Okami kodomo no ame to yuki) (2012)
31545	Trou, Le (Hole, The) (Night Watch, The) (1960)
64278	Pervert's Guide to Cinema, The (2006)
62801	Lone Wolf and Cub: Baby Cart to Hades (Kozure Ôkami: Shinikazeni mukau ubaguruma) (1972)
33124	Before the Fall (NaPolA - Elite für den Führer) (2004)
40491	Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)
59684	Lake of Fire (2006)
35015	Duma (2005)
27746	Ginger Snaps: Unleashed (2004)
7328	Passion of Anna, The (Passion, En) (1969)
77240	I Am Love (Io sono l'amore) (2009)
61406	John Adams (2008)
5588	Hills Have Eyes, The (1977)
8739	Mamma Roma (1962)
59549	Shelter (2007)
53827	Sybil (1976)
49394	Simon of the Desert (Simón del desierto) (1965)
112515	Babadook, The (2014)
111384	Blue Ruin (2013)
88267	Winnie the Pooh (2011)
69574	Phoebe in Wonderland (2008)
5460	Powerpuff Girls, The (2002)
31374	Hobson's Choice (1954)
56379	Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)
26270	Lone Wolf and Cub: Baby Cart at the River Styx (Kozure Ôkami: Sanzu no kawa no ubaguruma) (1972)
2310	Mighty, The (1998)
7038	Things You Can Tell Just by Looking at Her (2000)
8295	Most Dangerous Game, The (1932)
102684	Only God Forgives (2013)
26005	Samurai II: Duel at Ichijoji Temple (Zoku Miyamoto Musashi: Ichijôji no kettô) (1955)
26012	Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956)
8740	Lower Depths, The (Donzoko) (1957)
7029	Rabid (1977)
7951	Nightbreed (1990)
91548	Life in a Day (2011)
27843	Machuca (2004)
31930	Masculin Féminin (1966)
6859	Devil and Daniel Webster, The (All That Money Can Buy) (1941)
81132	Rubber (2010)
87660	Too Big to Fail (2011)
114028	Pride (2014)
111235	Jodorowsky's Dune (2013)
30867	Kamikaze Girls (Shimotsuma monogatari) (2004)
31547	Lessons of Darkness (Lektionen in Finsternis) (1992)
4723	Deep End, The (2001)
90266	Buck (2011)
7879	Notorious C.H.O. (2002)
90528	This Must Be the Place (2011)
55156	Unreasonable Man, An (2006)
89678	Northanger Abbey (2007)
49917	When the Levees Broke: A Requiem in Four Acts (2006)
103027	Much Ado About Nothing (2012)
84116	Poetry (Shi) (2010)
38097	Dumplings (Gaau ji) (2004)
3851	I'm the One That I Want (2000)
46919	End of the Spear (2005)
5684	Naqoyqatsi (2002)
80553	Howl (2010)
73027	The Last Station (2009)
6939	Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)
7050	Follow the Fleet (1936)
50641	House (Hausu) (1977)
187	Party Girl (1995)
106452	Ida (2013)
80469	Superman/Batman: Apocalypse (2010)
27648	Bright Young Things (2003)
27647	Tipping the Velvet (2002)
5663	Below (2002)
1337	Body Snatcher, The (1945)
82173	Tiny Furniture (2010)
71438	Still Walking (Aruitemo aruitemo) (2008)
1465	Rosewood (1997)
25852	Gaslight (1940)
59607	King Corn (2007)
31973	Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) (1948)
86000	Boy (2010)
102588	Stories We Tell (2012)
26002	Confidential Report (1955)
98604	From Up on Poppy Hill (Kokuriko-zaka kara) (2011)
26222	Dodes'ka-den (Clickety-Clack) (1970)
118997	Into the Woods (2014)
26325	Hearts and Minds (1974)
114552	Boxtrolls, The (2014)
107883	The Lunchbox (2013)
100344	No (2012)
7437	Connie and Carla (2004)
87004	Pina (2011)
4687	Billy Liar (1963)
92243	Flowers of War, The (Jin líng shí san chai) (2011)
103107	20 Feet from Stardom (Twenty Feet from Stardom) (2013)
27751	'Salem's Lot (2004)
91488	Snowman, The (1982)
56744	Longford (2006)
27826	Touch of Pink (2004)
89260	Project Nim (2011)
97395	West of Memphis (2012)
89072	Stake Land (2010)
56719	Vitus (2006)
92048	Whistleblower, The (2010)
1529	Nowhere (1997)
57637	Signal, The (2007)
61724	Shadows in Paradise (Varjoja paratiisissa) (1986)
56141	Blame it on Fidel! (La faute à Fidel!) (2006)
103279	What Maisie Knew (2012)
3117	Ride with the Devil (1999)
7578	Midnight (1939)
94126	Bullhead (Rundskop) (2011)
56093	12 (2007)
54193	Broken English (2007)
72367	Grey Gardens (2009)
6801	Common Wealth (Comunidad, La) (2000)
68472	Cherry Blossoms (Kirschblüten - Hanami) (2008)
66547	Bigger Than Life (1956)
324	Sum of Us, The (1994)
2239	Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)
63179	Tokyo! (2008)
85790	Meek's Cutoff (2010)
26360	Small Change (Argent de poche, L') (1976)
83827	Marwencol (2010)
66870	Everlasting Moments (Maria Larssons eviga ögonblick) (2008)
110591	Oculus (2013)
114342	Force Majeure (Turist) (2014)
32743	Ringu 0: Bâsudei (2000)
79533	Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase) (1979)
26225	Claire's Knee (Genou de Claire, Le) (1970)
4342	Big Eden (2000)
47148	Mrs. Palfrey at the Claremont (2005)
3147	Green Mile, The (1999)
51662	300 (2007)
2011	Back to the Future Part II (1989)
2012	Back to the Future Part III (1990)
7254	The Butterfly Effect (2004)
5378	Star Wars: Episode II - Attack of the Clones (2002)
6934	Matrix Revolutions, The (2003)
3994	Unbreakable (2000)
2	Jumanji (1995)
1215	Army of Darkness (1993)
6373	Bruce Almighty (2003)
1676	Starship Troopers (1997)
3033	Spaceballs (1987)
7445	Man on Fire (2004)
4975	Vanilla Sky (2001)
2167	Blade (1998)
208	Waterworld (1995)
85414	Source Code (2011)
1320	Alien³ (a.k.a. Alien 3) (1992)
1275	Highlander (1986)
34319	Island, The (2005)
6537	Terminator 3: Rise of the Machines (2003)
2232	Cube (1997)
5459	Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002)
292	Outbreak (1995)
7360	Dawn of the Dead (2004)
720	Wallace & Gromit: The Best of Aardman Animation (1996)
3489	Hook (1991)
153	Batman Forever (1995)
2193	Willow (1988)
8361	Day After Tomorrow, The (2004)
329	Star Trek: Generations (1994)
27660	Animatrix, The (2003)
2021	Dune (1984)
1909	X-Files: Fight the Future, The (1998)
1544	Lost World: Jurassic Park, The (1997)
33615	Madagascar (2005)
1690	Alien: Resurrection (1997)
6281	Phone Booth (2002)
442	Demolition Man (1993)
6936	Elf (2003)
4016	Emperor's New Groove, The (2000)
27706	Lemony Snicket's A Series of Unfortunate Events (2004)
49278	Déjà Vu (Deja Vu) (2006)
2124	Addams Family, The (1991)
59615	Indiana Jones and the Kingdom of the Crystal Skull (2008)
2717	Ghostbusters II (1989)
1375	Star Trek III: The Search for Spock (1984)
60074	Hancock (2008)
48	Pocahontas (1995)
4128	Lost Boys, The (1987)
68319	X-Men Origins: Wolverine (2009)
2826	13th Warrior, The (1999)
4270	Mummy Returns, The (2001)
1876	Deep Impact (1998)
4310	Pearl Harbor (2001)
8371	Chronicles of Riddick, The (2004)
1371	Star Trek: The Motion Picture (1979)
2393	Star Trek: Insurrection (1998)
3107	Backdraft (1991)
3476	Jacob's Ladder (1990)
3698	Running Man, The (1987)
3785	Scary Movie (2000)
3863	Cell, The (2000)
653	Dragonheart (1996)
2699	Arachnophobia (1990)
1025	Sword in the Stone, The (1963)
3740	Big Trouble in Little China (1986)
1367	101 Dalmatians (1996)
3969	Pay It Forward (2000)
3087	Scrooged (1988)
2394	Prince of Egypt, The (1998)
783	Hunchback of Notre Dame, The (1996)
2600	eXistenZ (1999)
485	Last Action Hero (1993)
94864	Prometheus (2012)
1479	Saint, The (1997)
4643	Planet of the Apes (2001)
1405	Beavis and Butt-Head Do America (1996)
7444	13 Going on 30 (2004)
671	Mystery Science Theater 3000: The Movie (1996)
46972	Night at the Museum (2006)
158	Casper (1995)
68791	Terminator Salvation (2009)
107	Muppet Treasure Island (1996)
2046	Flight of the Navigator (1986)
172	Johnny Mnemonic (1995)
73321	Book of Eli, The (2010)
673	Space Jam (1996)
6659	Tremors (1990)
1566	Hercules (1997)
42738	Underworld: Evolution (2006)
3745	Titan A.E. (2000)
724	Craft, The (1996)
2953	Home Alone 2: Lost in New York (1992)
36708	Family Guy Presents Stewie Griffin: The Untold Story (2005)
1373	Star Trek V: The Final Frontier (1989)
317	Santa Clause, The (1994)
788	Nutty Professor, The (1996)
6541	League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)
47997	Idiocracy (2006)
6753	Secondhand Lions (2003)
799	Frighteners, The (1996)
45672	Click (2006)
7454	Van Helsing (2004)
1835	City of Angels (1998)
362	Jungle Book, The (1994)
56251	Futurama: Bender's Big Score (2007)
2701	Wild Wild West (1999)
8865	Sky Captain and the World of Tomorrow (2004)
82461	Tron: Legacy (2010)
3704	Mad Max Beyond Thunderdome (1985)
53121	Shrek the Third (2007)
2094	Rocketeer, The (1991)
1779	Sphere (1998)
3988	How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)
2297	What Dreams May Come (1998)
4638	Jurassic Park III (2001)
8861	Resident Evil: Apocalypse (2004)
196	Species (1995)
3159	Fantasia 2000 (1999)
6857	Ninja Scroll (Jûbei ninpûchô) (1995)
3638	Moonraker (1979)
4343	Evolution (2001)
2528	Logan's Run (1976)
2116	Lord of the Rings, The (1978)
327	Tank Girl (1995)
1688	Anastasia (1997)
7163	Paycheck (2003)
24	Powder (1995)
1033	Fox and the Hound, The (1981)
2672	Thirteenth Floor, The (1999)
72378	2012 (2009)
3697	Predator 2 (1990)
4890	Shallow Hal (2001)
6755	Bubba Ho-tep (2002)
6534	Hulk (2003)
3438	Teenage Mutant Ninja Turtles (1990)
3686	Flatliners (1990)
3354	Mission to Mars (2000)
27788	Jacket, The (2005)
37830	Final Fantasy VII: Advent Children (2004)
58025	Jumper (2008)
44	Mortal Kombat (1995)
63992	Twilight (2008)
3156	Bicentennial Man (1999)
36401	Brothers Grimm, The (2005)
4015	Dude, Where's My Car? (2000)
173	Judge Dredd (1995)
610	Heavy Metal (1981)
7842	Dune (2000)
3827	Space Cowboys (2000)
6157	Daredevil (2003)
8169	*batteries not included (1987)
3986	6th Day, The (2000)
4545	Short Circuit (1986)
1831	Lost in Space (1998)
8985	Blade: Trinity (2004)
4980	Bill & Ted's Bogus Journey (1991)
3826	Hollow Man (2000)
2428	Faculty, The (1998)
36525	Just Like Heaven (2005)
60161	Futurama: The Beast with a Billion Backs (2008)
2722	Deep Blue Sea (1999)
1882	Godzilla (1998)
53464	Fantastic Four: Rise of the Silver Surfer (2007)
2082	Mighty Ducks, The (1992)
22	Copycat (1995)
62956	Futurama: Bender's Game (2008)
1717	Scream 2 (1997)
2311	2010: The Year We Make Contact (1984)
55232	Resident Evil: Extinction (2007)
51412	Next (2007)
273	Mary Shelley's Frankenstein (Frankenstein) (1994)
4553	They Live (1988)
37857	MirrorMask (2005)
71530	Surrogates (2009)
45081	Silent Hill (2006)
5171	Time Machine, The (2002)
8965	Polar Express, The (2004)
3264	Buffy the Vampire Slayer (1992)
455	Free Willy (1993)
2004	Gremlins 2: The New Batch (1990)
34532	Skeleton Key, The (2005)
1409	Michael (1996)
1562	Batman & Robin (1997)
48877	Saw III (2006)
2059	Parent Trap, The (1998)
2090	Rescuers, The (1977)
3258	Death Becomes Her (1992)
6731	Day of the Dead (1985)
1974	Friday the 13th (1980)
5463	Reign of Fire (2002)
72733	Invictus (2009)
435	Coneheads (1993)
4366	Atlantis: The Lost Empire (2001)
1644	I Know What You Did Last Summer (1997)
2513	Pet Sematary (1989)
1037	Lawnmower Man, The (1992)
62999	Madagascar: Escape 2 Africa (2008)
69644	Ice Age: Dawn of the Dinosaurs (2009)
1255	Bad Taste (1987)
71379	Paranormal Activity (2009)
1015	Homeward Bound: The Incredible Journey (1993)
8907	Shark Tale (2004)
70599	Time Traveler's Wife, The (2009)
42723	Hostel (2005)
62336	FLCL (2000)
6975	Funny Games (1997)
1591	Spawn (1997)
256	Junior (1994)
1064	Aladdin and the King of Thieves (1996)
58293	10,000 BC (2008)
66297	Futurama: Into the Wild Green Yonder (2009)
7235	Ichi the Killer (Koroshiya 1) (2001)
67197	Knowing (2009)
3113	End of Days (1999)
4388	Scary Movie 2 (2001)
7046	Witches of Eastwick, The (1987)
7481	Enemy Mine (1985)
5072	Metropolis (2001)
1216	Big Blue, The (Grand bleu, Le) (1988)
7827	Cypher (2002)
160	Congo (1995)
4006	Transformers: The Movie (1986)
34332	Sky High (2005)
4039	Annie (1982)
4121	Innerspace (1987)
69134	Antichrist (2009)
2123	All Dogs Go to Heaven (1989)
6888	Scary Movie 3 (2003)
2143	Legend (1985)
2622	William Shakespeare's A Midsummer Night's Dream (1999)
379	Timecop (1994)
5882	Treasure Planet (2002)
53993	Evan Almighty (2007)
65682	Underworld: Rise of the Lycans (2009)
355	Flintstones, The (1994)
239	Goofy Movie, A (1995)
2976	Bringing Out the Dead (1999)
6058	Final Destination 2 (2003)
4887	One, The (2001)
382	Wolf (1994)
7841	Children of Dune (2003)
7247	Chitty Chitty Bang Bang (1968)
7164	Peter Pan (2003)
2986	RoboCop 2 (1990)
51077	Ghost Rider (2007)
2052	Hocus Pocus (1993)
8977	Alexander (2004)
2089	Rescuers Down Under, The (1990)
31184	Appleseed (Appurushîdo) (2004)
6952	Gothika (2003)
3273	Scream 3 (2000)
2389	Psycho (1998)
2316	Practical Magic (1998)
6093	Last Unicorn, The (1982)
67295	Kung Fu Panda: Secrets of the Furious Five (2008)
3213	Batman: Mask of the Phantasm (1993)
2808	Universal Soldier (1992)
432	City Slickers II: The Legend of Curly's Gold (1994)
3981	Red Planet (2000)
61248	Death Race (2008)
1327	Amityville Horror, The (1979)
1588	George of the Jungle (1997)
1920	Small Soldiers (1998)
6902	Interstate 60 (2002)
2253	Toys (1992)
2642	Superman III (1983)
55768	Bee Movie (2007)
59103	Forbidden Kingdom, The (2008)
3070	Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)
3483	Road to El Dorado, The (2000)
2719	Haunting, The (1999)
1021	Angels in the Outfield (1994)
5540	Clash of the Titans (1981)
55577	Saw IV (2007)
7380	Ella Enchanted (2004)
4090	Brave Little Toaster, The (1987)
1702	Flubber (1997)
40339	Chicken Little (2005)
26152	Batman (1966)
2048	Great Mouse Detective, The (1986)
61160	Star Wars: The Clone Wars (2008)
73268	Daybreakers (2010)
6270	Akira Kurosawa's Dreams (Dreams) (1990)
33836	Bewitched (2005)
64285	Wallace and Gromit in 'A Matter of Loaf and Death' (2008)
4533	Return of the Living Dead, The (1985)
26903	Whisper of the Heart (Mimi wo sumaseba) (1995)
6889	Brother Bear (2003)
78637	Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
66171	Push (2009)
70336	G.I. Joe: The Rise of Cobra (2009)
72407	Twilight Saga: New Moon, The (2009)
3439	Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
64497	Day the Earth Stood Still, The (2008)
42734	Hoodwinked! (2005)
71106	Frequently Asked Questions About Time Travel (2009)
2735	Golden Child, The (1986)
5570	Thesis (Tesis) (1996)
8501	Hitcher, The (1986)
1126	Drop Dead Fred (1991)
8373	Stepford Wives, The (2004)
709	Oliver & Company (1988)
1726	Postman, The (1997)
8974	SpongeBob SquarePants Movie, The (2004)
1388	Jaws 2 (1978)
49649	Eragon (2006)
6880	Texas Chainsaw Massacre, The (2003)
2142	American Tail: Fievel Goes West, An (1991)
6294	Bulletproof Monk (2003)
33085	Amityville Horror, The (2005)
31427	Hide and Seek (2005)
575	Little Rascals, The (1994)
90647	Puss in Boots (2011)
76175	Clash of the Titans (2010)
6250	Dreamcatcher (2003)
72731	Lovely Bones, The (2009)
546	Super Mario Bros. (1993)
3269	Forever Young (1992)
50804	Hannibal Rising (2007)
2412	Rocky V (1990)
65088	Bedtime Stories (2008)
27156	Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)
374	Richie Rich (1994)
60037	Happening, The (2008)
68793	Night at the Museum: Battle of the Smithsonian (2009)
4941	Flash Gordon (1980)
63433	Farscape: The Peacekeeper Wars (2004)
4744	Jeepers Creepers (2001)
1991	Child's Play (1988)
12	Dracula: Dead and Loving It (1995)
1359	Jingle All the Way (1996)
2422	Karate Kid, Part III, The (1989)
4876	Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
44972	Scary Movie 4 (2006)
2713	Lake Placid (1999)
70159	Orphan (2009)
60979	Batman: Gotham Knight (2008)
5040	Conan the Destroyer (1984)
6264	Core, The (2003)
60674	Stargate: Continuum (2008)
27002	From the Earth to the Moon (1998)
59392	Stargate: The Ark of Truth (2008)
748	Arrival, The (1996)
7810	Babylon 5: A Call to Arms (1999)
32213	Cube Zero (2004)
71254	Gamer (2009)
674	Barbarella (1968)
1970	Nightmare on Elm Street 3: Dream Warriors, A (1987)
43928	Ultraviolet (2006)
3615	Dinosaur (2000)
3016	Creepshow (1982)
56801	AVPR: Aliens vs. Predator - Requiem (2007)
48142	Black Dahlia, The (2006)
2122	Children of the Corn (1984)
8939	Final Cut, The (2004)
43679	Final Destination 3 (2006)
37380	Doom (2005)
5159	Ferngully: The Last Rainforest (1992)
880	Island of Dr. Moreau, The (1996)
27839	Ring Two, The (2005)
2846	Adventures of Milo and Otis, The (Koneko monogatari) (1986)
8526	Around the World in 80 Days (2004)
6615	Freddy vs. Jason (2003)
39052	Star Wreck: In the Pirkinning (2005)
45732	My Super Ex-Girlfriend (2006)
2367	King Kong (1976)
2053	Honey, I Blew Up the Kid (1992)
2014	Freaky Friday (1977)
6707	Cabin Fever (2002)
61350	Babylon A.D. (2008)
27251	10th Kingdom, The (2000)
1797	Everest (1998)
55999	Mr. Magorium's Wonder Emporium (2007)
36363	Kin-Dza-Dza! (1986)
5128	Queen of the Damned (2002)
1713	Mouse Hunt (1997)
2995	House on Haunted Hill (1999)
8225	Night of the Living Dead (1990)
59037	Speed Racer (2008)
60760	X-Files: I Want to Believe, The (2008)
407	In the Mouth of Madness (1995)
72356	Partly Cloudy (2009)
4792	13 Ghosts (1960)
2827	Astronaut's Wife, The (1999)
27311	Batman Beyond: Return of the Joker (2000)
8369	Mindhunters (2004)
26285	Dark Star (1974)
2560	Ravenous (1999)
26492	Twilight Zone: The Movie (1983)
66198	International, The (2009)
40723	Wolf Creek (2005)
188	Prophecy, The (1995)
3701	Alien Nation (1988)
13	Balto (1995)
73211	Pontypool (2008)
26693	It (1990)
2606	Idle Hands (1999)
51939	TMNT (Teenage Mutant Ninja Turtles) (2007)
70533	Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)
60514	Journey to the Center of the Earth (2008)
27482	Cube 2: Hypercube (2002)
63436	Saw V (2008)
53161	I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)
48414	Open Season (2006)
81156	Jackass 3D (2010)
27800	Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003)
72489	Ninja Assassin (2009)
5530	Simone (S1m0ne) (2002)
59727	Strangers, The (2008)
2162	NeverEnding Story II: The Next Chapter, The (1990)
2338	I Still Know What You Did Last Summer (1998)
76	Screamers (1995)
2092	Return of Jafar, The (1994)
72308	Battlestar Galactica: The Plan (2009)
1334	Blob, The (1958)
519	RoboCop 3 (1993)
65982	Outlander (2008)
51925	Premonition (2007)
5419	Scooby-Doo (2002)
6793	Beethoven (1992)
58297	Doomsday (2008)
74228	Triangle (2009)
54771	Invasion, The (2007)
3991	102 Dalmatians (2000)
8906	Cannibal Holocaust (1980)
4386	Cats & Dogs (2001)
5784	Ghost Ship (2002)
4544	Short Circuit 2 (1988)
7743	Explorers (1985)
4552	Tetsuo, the Ironman (Tetsuo) (1988)
1005	D3: The Mighty Ducks (1996)
71500	Trick 'r Treat (2007)
52462	Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)
55167	Tekkonkinkreet (Tekkon kinkurîto) (2006)
2279	Urban Legend (1998)
2530	Beneath the Planet of the Apes (1970)
2033	Black Cauldron, The (1985)
60937	Mummy: Tomb of the Dragon Emperor, The (2008)
2643	Superman IV: The Quest for Peace (1987)
6959	Timeline (2003)
5389	Spirit: Stallion of the Cimarron (2002)
7036	Teen Wolf (1985)
3918	Hellbound: Hellraiser II (1988)
3784	Kid, The (2000)
45442	Poseidon (2006)
49647	Charlotte's Web (2006)
7812	Babylon 5: Thirdspace (1998)
71304	Thirst (Bakjwi) (2009)
6536	Sinbad: Legend of the Seven Seas (2003)
2720	Inspector Gadget (1999)
5667	Tuck Everlasting (2002)
3593	Battlefield Earth (2000)
5452	Look Who's Talking Now (1993)
3964	Adventures of Ichabod and Mr. Toad, The (1949)
4443	Outland (1981)
5604	Man in the White Suit, The (1951)
30894	White Noise (2005)
6338	Daddy Day Care (2003)
2093	Return to Oz (1985)
56176	Alvin and the Chipmunks (2007)
2793	American Werewolf in Paris, An (1997)
55553	Black Sheep (2006)
72294	Christmas Carol, A (2009)
8372	Garfield: The Movie (2004)
1924	Plan 9 from Outer Space (1959)
34334	Stealth (2005)
1983	Halloween II (1981)
4564	Always (1989)
5522	Rollerball (1975)
1381	Grease 2 (1982)
27604	Suicide Club (Jisatsu saakuru) (2001)
26398	Capricorn One (1978)
6379	Wrong Turn (2003)
8928	Fearless Vampire Killers, The (1967)
1969	Nightmare on Elm Street 2: Freddy's Revenge, A (1985)
5046	Impostor (2002)
84187	Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)
32657	Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)
2709	Muppets From Space (1999)
3576	Hidden, The (1987)
65685	Inkheart (2008)
4990	Jimmy Neutron: Boy Genius (2001)
4719	Osmosis Jones (2001)
1603	Mimic (1997)
2450	Howard the Duck (1986)
3388	Harry and the Hendersons (1987)
1707	Home Alone 3 (1997)
2084	Newsies (1992)
69746	Watchmen: Tales of the Black Freighter (2009)
72129	Saw VI (2009)
7811	Babylon 5: The River of Souls (1998)
32554	Memories (Memorîzu) (1995)
72380	Box, The (2009)
60609	Death Note (2006)
1010	Love Bug, The (1969)
405	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
2322	Soldier (1998)
52644	Vacancy (2007)
61262	Mirrors (2008)
169	Free Willy 2: The Adventure Home (1995)
53435	Hostel: Part II (2007)
27368	Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002)
60816	Colour of Magic, The (Terry Pratchett's The Colour of Magic) (2008)
2531	Battle for the Planet of the Apes (1973)
45662	Omen, The (2006)
4748	3 Ninjas (1992)
338	Virtuosity (1995)
66090	Eden Lake (2008)
8666	Catwoman (2004)
366	Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)
533	Shadow, The (1994)
3440	Teenage Mutant Ninja Turtles III (1993)
26403	Hobbit, The (1977)
1975	Friday the 13th Part 2 (1981)
3693	Toxic Avenger, The (1985)
5504	Spy Kids 2: The Island of Lost Dreams (2002)
2107	Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)
56003	Southland Tales (2006)
3864	Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
558	Pagemaster, The (1994)
718	Visitors, The (Visiteurs, Les) (1993)
3466	Heart and Souls (1993)
3054	Pokémon: The First Movie (1998)
2121	Cujo (1983)
5069	Escaflowne: The Movie (Escaflowne) (2000)
39307	Dreamer: Inspired by a True Story (2005)
73759	Hellsing Ultimate OVA Series (2006)
48678	Feast (2005)
69606	Ghosts of Girlfriends Past (2009)
2034	Black Hole, The (1979)
3550	Hunger, The (1983)
1681	Mortal Kombat: Annihilation (1997)
33830	Herbie: Fully Loaded (2005)
5054	Brainstorm (1983)
5804	Santa Clause 2, The (2002)
69278	Land of the Lost (2009)
58332	Diary of the Dead (2007)
65868	Repo! The Genetic Opera (2008)
72393	Fourth Kind, The (2009)
48518	Texas Chainsaw Massacre: The Beginning, The (2006)
27441	Blood: The Last Vampire (2000)
5879	Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002)
2532	Conquest of the Planet of the Apes (1972)
801	Harriet the Spy (1996)
64249	Shrek the Halls (2007)
34321	Bad News Bears (2005)
4030	Dracula 2000 (2000)
6996	Highlander II: The Quickening (1991)
2789	Damien: Omen II (1978)
4587	Earth Girls Are Easy (1988)
7891	Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)
6624	Agent Cody Banks (2003)
4195	Abominable Dr. Phibes, The (1971)
4899	Black Knight (2001)
2315	Bride of Chucky (Child's Play 4) (1998)
2328	Vampires (1998)
5165	Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979)
47952	Covenant, The (2006)
4735	Ghosts of Mars (2001)
66335	Afro Samurai: Resurrection (2009)
3708	Firestarter (1984)
1848	Borrowers, The (1997)
7646	Rose Red (2002)
631	All Dogs Go to Heaven 2 (1996)
60818	Hogfather (Terry Pratchett's Hogfather) (2006)
5127	Dragonfly (2002)
7817	Zardoz (1974)
47124	Ant Bully, The (2006)
1971	Nightmare on Elm Street 4: The Dream Master, A (1988)
26203	Colossus: The Forbin Project (1970)
27608	Immortel (ad vitam) (Immortal) (2004)
68941	Last House on the Left, The (2009)
31502	Salem's Lot (1979)
565	Cronos (1993)
27905	Casshern (2004)
4911	Jabberwocky (1977)
70208	Perfect Getaway, A (2009)
3997	Dungeons & Dragons (2000)
8015	Phantom Tollbooth, The (1970)
6243	Ringu 2 (Ring 2) (1999)
2163	Attack of the Killer Tomatoes! (1978)
72701	Planet 51 (2009)
3799	Pokémon the Movie 2000 (2000)
32289	Ice Princess (2005)
4591	Erik the Viking (1989)
8831	Suspect Zero (2004)
27338	Hole, The (2001)
4275	Krull (1983)
32825	Sexmission (Seksmisja) (1984)
47404	Mind Game (2004)
4079	Amazon Women on the Moon (1987)
52712	Invisible, The (2007)
