item	genre
2193	Fantasy
8361	Action
8361	Adventure
8361	Drama
8361	Sci-Fi
8361	Thriller
329	Adventure
329	Drama
329	Sci-Fi
27660	Action
27660	Animation
27660	Drama
27660	Sci-Fi
2021	Adventure
2021	Sci-Fi
1909	Action
1909	Crime
1909	Mystery
1909	Sci-Fi
1909	Thriller
1544	Action
1544	Adventure
1544	Sci-Fi
1544	Thriller
33615	Adventure
33615	Animation
33615	Children
33615	Comedy
1690	Action
1690	Horror
1690	Sci-Fi
6281	Drama
6281	Thriller
442	Action
442	Adventure
442	Sci-Fi
6936	Children
6936	Comedy
6936	Fantasy
4016	Adventure
4016	Animation
4016	Children
4016	Comedy
4016	Fantasy
27706	Adventure
27706	Children
27706	Comedy
27706	Fantasy
49278	Action
49278	Sci-Fi
49278	Thriller
2124	Children
2124	Comedy
2124	Fantasy
59615	Action
59615	Adventure
59615	Comedy
59615	Sci-Fi
2717	Comedy
2717	Fantasy
2717	Sci-Fi
1375	Action
1375	Adventure
1375	Sci-Fi
60074	Action
60074	Adventure
60074	Comedy
60074	Crime
60074	Fantasy
48	Animation
48	Children
48	Drama
48	Musical
48	Romance
4128	Comedy
4128	Horror
4128	Thriller
68319	Action
68319	Sci-Fi
68319	Thriller
2826	Action
2826	Adventure
2826	Fantasy
4270	Action
4270	Adventure
4270	Comedy
4270	Thriller
1876	Drama
1876	Sci-Fi
1876	Thriller
4310	Action
4310	Drama
4310	Romance
4310	War
8371	Action
8371	Sci-Fi
8371	Thriller
1371	Adventure
1371	Sci-Fi
2393	Action
2393	Drama
2393	Romance
2393	Sci-Fi
3107	Action
3107	Drama
3476	Horror
3476	Mystery
3698	Action
3698	Sci-Fi
3785	Comedy
3785	Horror
3863	Drama
3863	Horror
3863	Thriller
653	Action
653	Adventure
653	Fantasy
2699	Comedy
2699	Horror
1025	Animation
1025	Children
1025	Fantasy
1025	Musical
3740	Action
3740	Adventure
3740	Comedy
3740	Fantasy
1367	Adventure
1367	Children
1367	Comedy
3969	Drama
3087	Comedy
3087	Fantasy
3087	Romance
2394	Animation
2394	Musical
783	Animation
783	Children
783	Drama
783	Musical
783	Romance
2600	Action
2600	Sci-Fi
2600	Thriller
485	Action
485	Adventure
485	Comedy
485	Fantasy
94864	Action
94864	Horror
94864	Sci-Fi
1479	Action
1479	Romance
1479	Sci-Fi
1479	Thriller
4643	Action
4643	Adventure
4643	Drama
4643	Sci-Fi
1405	Adventure
1405	Animation
1405	Comedy
1405	Crime
7444	Comedy
7444	Fantasy
7444	Romance
671	Comedy
671	Sci-Fi
46972	Action
46972	Comedy
46972	Fantasy
158	Adventure
158	Children
68791	Action
68791	Adventure
68791	Sci-Fi
68791	Thriller
107	Adventure
107	Children
107	Comedy
107	Musical
2046	Adventure
2046	Children
2046	Sci-Fi
172	Action
172	Sci-Fi
172	Thriller
73321	Action
73321	Adventure
73321	Drama
673	Adventure
673	Animation
673	Children
673	Comedy
673	Fantasy
673	Sci-Fi
6659	Comedy
6659	Horror
6659	Sci-Fi
1566	Adventure
1566	Animation
1566	Children
1566	Comedy
1566	Musical
42738	Action
42738	Fantasy
42738	Horror
3745	Action
3745	Adventure
3745	Animation
3745	Children
3745	Sci-Fi
724	Drama
724	Fantasy
724	Horror
724	Thriller
2953	Children
2953	Comedy
36708	Adventure
36708	Animation
36708	Comedy
1373	Action
1373	Sci-Fi
317	Comedy
317	Drama
317	Fantasy
788	Comedy
788	Fantasy
788	Romance
788	Sci-Fi
6541	Action
6541	Fantasy
6541	Sci-Fi
47997	Adventure
47997	Comedy
47997	Sci-Fi
47997	Thriller
6753	Children
6753	Comedy
6753	Drama
799	Comedy
799	Horror
799	Thriller
45672	Adventure
45672	Comedy
45672	Drama
45672	Fantasy
45672	Romance
7454	Action
7454	Adventure
7454	Fantasy
7454	Horror
1835	Drama
1835	Fantasy
1835	Romance
362	Adventure
362	Children
362	Romance
56251	Animation
56251	Comedy
56251	Sci-Fi
2701	Action
2701	Comedy
2701	Sci-Fi
2701	Western
8865	Action
8865	Adventure
8865	Sci-Fi
82461	Action
82461	Adventure
82461	Sci-Fi
3704	Action
3704	Adventure
3704	Sci-Fi
53121	Adventure
53121	Animation
53121	Children
53121	Comedy
53121	Fantasy
2094	Action
2094	Adventure
2094	Sci-Fi
1779	Sci-Fi
1779	Thriller
3988	Children
3988	Comedy
3988	Fantasy
2297	Adventure
2297	Drama
2297	Fantasy
2297	Romance
4638	Action
4638	Adventure
4638	Sci-Fi
4638	Thriller
8861	Action
8861	Horror
8861	Sci-Fi
8861	Thriller
196	Horror
196	Sci-Fi
3159	Animation
3159	Children
3159	Musical
6857	Action
6857	Adventure
6857	Animation
6857	Fantasy
3638	Action
3638	Adventure
3638	Sci-Fi
3638	Thriller
4343	Comedy
4343	Sci-Fi
2528	Action
2528	Adventure
2528	Sci-Fi
2116	Adventure
2116	Animation
2116	Children
2116	Fantasy
327	Action
327	Comedy
327	Sci-Fi
1688	Adventure
1688	Animation
1688	Children
1688	Drama
1688	Musical
7163	Action
7163	Sci-Fi
7163	Thriller
24	Drama
24	Sci-Fi
1033	Animation
1033	Children
1033	Drama
2672	Drama
2672	Sci-Fi
2672	Thriller
72378	Action
72378	Drama
72378	Sci-Fi
72378	Thriller
3697	Action
3697	Sci-Fi
3697	Thriller
4890	Comedy
4890	Fantasy
4890	Romance
6755	Comedy
6755	Horror
6534	Action
6534	Adventure
6534	Sci-Fi
3438	Action
3438	Children
3438	Comedy
3438	Fantasy
3438	Sci-Fi
3686	Horror
3686	Sci-Fi
3686	Thriller
3354	Sci-Fi
27788	Drama
27788	Mystery
27788	Sci-Fi
27788	Thriller
37830	Action
37830	Adventure
37830	Animation
37830	Fantasy
37830	Sci-Fi
58025	Action
58025	Adventure
58025	Drama
58025	Sci-Fi
58025	Thriller
44	Action
44	Adventure
44	Fantasy
63992	Drama
63992	Fantasy
63992	Romance
63992	Thriller
3156	Drama
3156	Romance
3156	Sci-Fi
36401	Comedy
36401	Fantasy
36401	Horror
36401	Thriller
4015	Comedy
4015	Sci-Fi
173	Action
173	Crime
173	Sci-Fi
610	Action
610	Adventure
610	Animation
610	Horror
610	Sci-Fi
7842	Drama
7842	Fantasy
7842	Sci-Fi
3827	Action
3827	Adventure
3827	Comedy
3827	Sci-Fi
6157	Action
6157	Crime
8169	Children
8169	Comedy
8169	Fantasy
8169	Sci-Fi
3986	Action
3986	Sci-Fi
3986	Thriller
4545	Comedy
4545	Sci-Fi
1831	Action
1831	Adventure
1831	Sci-Fi
8985	Action
8985	Fantasy
8985	Horror
8985	Thriller
4980	Adventure
4980	Comedy
4980	Fantasy
4980	Sci-Fi
3826	Horror
3826	Sci-Fi
3826	Thriller
2428	Horror
2428	Sci-Fi
36525	Comedy
36525	Fantasy
36525	Romance
60161	Action
60161	Animation
60161	Comedy
60161	Romance
60161	Sci-Fi
2722	Action
2722	Horror
2722	Sci-Fi
2722	Thriller
1882	Action
1882	Sci-Fi
1882	Thriller
53464	Action
53464	Adventure
53464	Sci-Fi
2082	Children
2082	Comedy
22	Crime
22	Drama
22	Horror
22	Mystery
22	Thriller
62956	Action
62956	Adventure
62956	Animation
62956	Comedy
62956	Fantasy
62956	Sci-Fi
1717	Comedy
1717	Horror
1717	Mystery
1717	Thriller
2311	Sci-Fi
55232	Action
55232	Horror
55232	Sci-Fi
55232	Thriller
51412	Action
51412	Sci-Fi
51412	Thriller
273	Drama
273	Horror
273	Sci-Fi
4553	Action
4553	Sci-Fi
4553	Thriller
37857	Adventure
37857	Children
37857	Drama
37857	Fantasy
71530	Action
71530	Sci-Fi
71530	Thriller
45081	Fantasy
45081	Horror
45081	Thriller
5171	Action
5171	Adventure
5171	Sci-Fi
8965	Adventure
8965	Animation
8965	Children
8965	Fantasy
3264	Action
3264	Comedy
3264	Horror
455	Adventure
455	Children
455	Drama
2004	Comedy
2004	Horror
34532	Drama
34532	Horror
34532	Mystery
34532	Thriller
1409	Comedy
1409	Drama
1409	Fantasy
1409	Romance
1562	Action
1562	Adventure
1562	Fantasy
1562	Thriller
48877	Crime
48877	Horror
48877	Thriller
2059	Children
2059	Comedy
2059	Romance
2090	Adventure
2090	Animation
2090	Children
2090	Crime
2090	Drama
3258	Comedy
3258	Fantasy
6731	Horror
6731	Sci-Fi
6731	Thriller
1974	Horror
1974	Mystery
1974	Thriller
5463	Action
5463	Adventure
5463	Fantasy
72733	Drama
435	Comedy
435	Sci-Fi
4366	Adventure
4366	Animation
4366	Children
4366	Fantasy
1644	Horror
1644	Mystery
1644	Thriller
2513	Horror
1037	Action
1037	Horror
1037	Sci-Fi
1037	Thriller
62999	Action
62999	Adventure
62999	Animation
62999	Children
62999	Comedy
69644	Action
69644	Adventure
69644	Animation
69644	Children
69644	Comedy
69644	Romance
1255	Comedy
1255	Horror
1255	Sci-Fi
71379	Horror
71379	Thriller
1015	Adventure
1015	Children
1015	Drama
8907	Animation
8907	Children
8907	Comedy
70599	Drama
70599	Romance
70599	Sci-Fi
42723	Horror
62336	Animation
62336	Comedy
62336	Fantasy
62336	Sci-Fi
6975	Drama
6975	Horror
6975	Thriller
1591	Action
1591	Adventure
1591	Sci-Fi
1591	Thriller
256	Comedy
256	Sci-Fi
1064	Animation
1064	Children
1064	Comedy
1064	Fantasy
1064	Musical
1064	Romance
58293	Adventure
58293	Romance
58293	Thriller
66297	Action
66297	Animation
66297	Comedy
66297	Sci-Fi
7235	Action
7235	Comedy
7235	Crime
7235	Drama
7235	Horror
7235	Thriller
67197	Action
67197	Drama
67197	Mystery
67197	Sci-Fi
67197	Thriller
3113	Action
3113	Fantasy
3113	Horror
3113	Mystery
3113	Thriller
4388	Comedy
7046	Comedy
7046	Fantasy
7046	Horror
7046	Thriller
7481	Adventure
7481	Drama
7481	Sci-Fi
5072	Animation
5072	Sci-Fi
1216	Adventure
1216	Drama
1216	Romance
7827	Action
7827	Sci-Fi
7827	Thriller
160	Action
160	Adventure
160	Mystery
160	Sci-Fi
4006	Adventure
4006	Animation
4006	Children
4006	Sci-Fi
34332	Action
34332	Adventure
34332	Children
34332	Comedy
4039	Children
4039	Musical
4121	Action
4121	Adventure
4121	Comedy
4121	Sci-Fi
69134	Drama
69134	Fantasy
2123	Animation
2123	Children
2123	Comedy
2123	Drama
2123	Fantasy
6888	Comedy
6888	Horror
2143	Adventure
2143	Fantasy
2143	Romance
2622	Comedy
2622	Fantasy
379	Action
379	Sci-Fi
379	Thriller
5882	Adventure
5882	Animation
5882	Children
5882	Sci-Fi
53993	Comedy
53993	Fantasy
65682	Action
65682	Fantasy
65682	Horror
65682	Thriller
355	Children
355	Comedy
355	Fantasy
239	Animation
239	Children
239	Comedy
239	Romance
2976	Drama
6058	Horror
6058	Thriller
4887	Action
4887	Sci-Fi
4887	Thriller
382	Drama
382	Horror
382	Romance
382	Thriller
7841	Fantasy
7841	Sci-Fi
7247	Adventure
7247	Children
7247	Comedy
7247	Fantasy
7247	Musical
7164	Action
7164	Adventure
7164	Children
7164	Fantasy
2986	Action
2986	Crime
2986	Sci-Fi
2986	Thriller
51077	Action
51077	Fantasy
51077	Thriller
2052	Children
2052	Comedy
2052	Fantasy
2052	Horror
8977	Action
8977	Adventure
8977	Drama
8977	War
2089	Adventure
2089	Animation
2089	Children
31184	Action
31184	Animation
31184	Fantasy
31184	Sci-Fi
6952	Horror
6952	Thriller
3273	Comedy
3273	Horror
3273	Mystery
3273	Thriller
2389	Crime
2389	Horror
2389	Thriller
2316	Drama
2316	Fantasy
2316	Mystery
2316	Romance
6093	Animation
6093	Children
6093	Fantasy
67295	Action
67295	Animation
67295	Children
67295	Comedy
3213	Animation
3213	Children
2808	Action
2808	Sci-Fi
432	Adventure
432	Comedy
432	Western
3981	Action
3981	Sci-Fi
3981	Thriller
61248	Action
61248	Adventure
61248	Sci-Fi
61248	Thriller
1327	Drama
1327	Horror
1327	Mystery
1327	Thriller
1588	Children
1588	Comedy
1920	Animation
1920	Children
1920	Fantasy
1920	War
6902	Adventure
6902	Comedy
6902	Drama
6902	Fantasy
6902	Mystery
6902	Sci-Fi
6902	Thriller
2253	Comedy
2253	Fantasy
2642	Action
2642	Adventure
2642	Sci-Fi
55768	Animation
55768	Comedy
59103	Action
59103	Adventure
59103	Comedy
59103	Fantasy
3070	Adventure
3070	Comedy
3070	Sci-Fi
3483	Animation
3483	Children
2719	Horror
2719	Thriller
1021	Children
1021	Comedy
5540	Action
5540	Adventure
5540	Fantasy
5540	Romance
55577	Crime
55577	Horror
55577	Thriller
7380	Comedy
7380	Fantasy
7380	Romance
4090	Animation
4090	Children
1702	Children
1702	Comedy
1702	Fantasy
40339	Action
40339	Adventure
40339	Animation
40339	Children
40339	Comedy
40339	Sci-Fi
26152	Action
26152	Adventure
26152	Comedy
2048	Action
2048	Animation
2048	Children
2048	Crime
61160	Action
61160	Adventure
61160	Animation
61160	Sci-Fi
73268	Action
73268	Drama
73268	Horror
73268	Thriller
6270	Drama
6270	Fantasy
33836	Comedy
33836	Fantasy
33836	Romance
64285	Animation
64285	Comedy
4533	Comedy
4533	Horror
4533	Sci-Fi
26903	Animation
26903	Drama
26903	Romance
6889	Adventure
6889	Animation
6889	Children
78637	Adventure
78637	Animation
78637	Children
78637	Comedy
78637	Fantasy
66171	Sci-Fi
66171	Thriller
70336	Action
70336	Adventure
70336	Sci-Fi
70336	Thriller
72407	Drama
72407	Fantasy
72407	Horror
72407	Romance
72407	Thriller
3439	Action
3439	Children
3439	Fantasy
64497	Drama
64497	Sci-Fi
64497	Thriller
42734	Animation
42734	Children
42734	Comedy
71106	Comedy
71106	Sci-Fi
2735	Action
2735	Adventure
2735	Comedy
2735	Fantasy
2735	Mystery
5570	Drama
5570	Horror
5570	Thriller
8501	Action
8501	Thriller
1126	Comedy
1126	Fantasy
8373	Comedy
8373	Fantasy
8373	Thriller
709	Adventure
709	Animation
709	Children
709	Comedy
709	Musical
1726	Action
1726	Adventure
1726	Drama
1726	Sci-Fi
8974	Adventure
8974	Animation
8974	Children
8974	Comedy
1388	Horror
1388	Thriller
49649	Action
49649	Adventure
49649	Fantasy
6880	Horror
2142	Adventure
2142	Animation
2142	Children
2142	Musical
2142	Western
6294	Action
6294	Adventure
6294	Sci-Fi
33085	Horror
33085	Thriller
31427	Horror
31427	Mystery
31427	Thriller
575	Children
575	Comedy
90647	Adventure
90647	Animation
90647	Comedy
90647	Fantasy
76175	Action
76175	Adventure
76175	Drama
76175	Fantasy
6250	Drama
6250	Horror
6250	Sci-Fi
6250	Thriller
72731	Crime
72731	Drama
72731	Fantasy
72731	Horror
72731	Thriller
546	Action
546	Adventure
546	Children
546	Comedy
546	Fantasy
546	Sci-Fi
3269	Drama
3269	Romance
3269	Sci-Fi
50804	Drama
50804	Horror
50804	Thriller
2412	Action
2412	Drama
65088	Adventure
65088	Children
65088	Comedy
27156	Action
27156	Animation
27156	Drama
27156	Fantasy
27156	Sci-Fi
374	Children
374	Comedy
60037	Drama
60037	Sci-Fi
60037	Thriller
68793	Action
68793	Comedy
4941	Action
4941	Adventure
4941	Sci-Fi
63433	Action
63433	Adventure
63433	Sci-Fi
4744	Horror
1991	Horror
1991	Thriller
12	Comedy
12	Horror
1359	Children
1359	Comedy
2422	Action
2422	Adventure
2422	Children
2422	Drama
4876	Horror
4876	Thriller
44972	Comedy
44972	Horror
2713	Horror
2713	Thriller
70159	Drama
70159	Horror
70159	Mystery
70159	Thriller
60979	Action
60979	Animation
60979	Crime
5040	Action
5040	Adventure
5040	Fantasy
6264	Action
6264	Drama
6264	Sci-Fi
6264	Thriller
60674	Sci-Fi
27002	Action
27002	Documentary
27002	Drama
27002	Thriller
59392	Action
59392	Fantasy
59392	Sci-Fi
748	Action
748	Sci-Fi
748	Thriller
7810	Adventure
7810	Sci-Fi
32213	Horror
32213	Mystery
32213	Sci-Fi
32213	Thriller
71254	Action
71254	Sci-Fi
71254	Thriller
674	Adventure
674	Comedy
674	Sci-Fi
1970	Horror
1970	Thriller
43928	Action
43928	Fantasy
43928	Sci-Fi
43928	Thriller
3615	Adventure
3615	Animation
3615	Children
3016	Horror
56801	Action
56801	Horror
56801	Sci-Fi
48142	Crime
48142	Drama
48142	Mystery
48142	Thriller
2122	Horror
2122	Thriller
8939	Sci-Fi
8939	Thriller
43679	Horror
43679	Mystery
43679	Thriller
37380	Action
37380	Horror
37380	Sci-Fi
5159	Animation
5159	Children
5159	Comedy
5159	Musical
880	Sci-Fi
880	Thriller
27839	Drama
27839	Horror
27839	Mystery
27839	Thriller
2846	Adventure
2846	Children
2846	Comedy
2846	Drama
8526	Adventure
8526	Children
8526	Comedy
6615	Action
6615	Horror
6615	Thriller
39052	Action
39052	Comedy
39052	Sci-Fi
45732	Comedy
45732	Fantasy
45732	Romance
2367	Adventure
2367	Fantasy
2367	Romance
2367	Sci-Fi
2367	Thriller
2053	Children
2053	Comedy
2053	Sci-Fi
2014	Children
2014	Comedy
2014	Fantasy
6707	Horror
6707	Thriller
61350	Action
61350	Adventure
61350	Sci-Fi
61350	Thriller
27251	Adventure
27251	Comedy
27251	Fantasy
1797	Documentary
55999	Children
55999	Comedy
55999	Fantasy
36363	Comedy
36363	Drama
36363	Sci-Fi
5128	Fantasy
5128	Horror
1713	Children
1713	Comedy
2995	Horror
2995	Thriller
8225	Horror
59037	Action
59037	Children
59037	Sci-Fi
60760	Drama
60760	Mystery
60760	Sci-Fi
60760	Thriller
407	Horror
407	Thriller
72356	Animation
72356	Children
72356	Comedy
72356	Fantasy
4792	Horror
2827	Horror
2827	Sci-Fi
2827	Thriller
27311	Action
27311	Animation
27311	Crime
27311	Sci-Fi
27311	Thriller
8369	Action
8369	Crime
8369	Horror
8369	Mystery
8369	Thriller
26285	Comedy
26285	Sci-Fi
26285	Thriller
2560	Horror
2560	Thriller
26492	Fantasy
26492	Horror
26492	Sci-Fi
26492	Thriller
66198	Drama
66198	Thriller
40723	Crime
40723	Horror
40723	Thriller
188	Fantasy
188	Horror
188	Mystery
3701	Crime
3701	Drama
3701	Sci-Fi
3701	Thriller
13	Adventure
13	Animation
13	Children
73211	Horror
73211	Thriller
26693	Drama
26693	Fantasy
26693	Horror
26693	Mystery
26693	Thriller
2606	Comedy
2606	Horror
51939	Action
51939	Adventure
51939	Animation
51939	Children
51939	Comedy
51939	Fantasy
70533	Action
70533	Animation
70533	Sci-Fi
60514	Action
60514	Adventure
60514	Sci-Fi
27482	Horror
27482	Mystery
27482	Sci-Fi
63436	Crime
63436	Horror
63436	Thriller
53161	Comedy
53161	Drama
53161	Romance
53161	Sci-Fi
48414	Adventure
48414	Animation
48414	Children
48414	Comedy
81156	Action
81156	Comedy
81156	Documentary
27800	Adventure
27800	Animation
27800	Fantasy
27800	Musical
27800	Sci-Fi
72489	Action
72489	Crime
72489	Drama
72489	Thriller
5530	Comedy
5530	Drama
5530	Fantasy
5530	Sci-Fi
59727	Horror
59727	Thriller
2162	Adventure
2162	Children
2162	Fantasy
2338	Horror
2338	Mystery
2338	Thriller
76	Action
76	Sci-Fi
76	Thriller
2092	Adventure
2092	Animation
2092	Children
2092	Fantasy
2092	Musical
2092	Romance
72308	Action
72308	Adventure
72308	Drama
72308	Sci-Fi
1334	Horror
1334	Sci-Fi
519	Action
519	Crime
519	Drama
519	Sci-Fi
519	Thriller
65982	Action
65982	Adventure
65982	Sci-Fi
51925	Drama
51925	Fantasy
51925	Mystery
51925	Thriller
5419	Adventure
5419	Children
5419	Comedy
5419	Fantasy
5419	Mystery
6793	Children
6793	Comedy
6793	Drama
58297	Action
58297	Drama
58297	Sci-Fi
58297	Thriller
74228	Drama
74228	Horror
74228	Mystery
74228	Thriller
54771	Action
54771	Drama
54771	Horror
54771	Sci-Fi
54771	Thriller
3991	Children
3991	Comedy
8906	Horror
4386	Children
4386	Comedy
5784	Horror
4544	Comedy
4544	Sci-Fi
7743	Adventure
7743	Children
7743	Sci-Fi
4552	Action
4552	Horror
4552	Sci-Fi
4552	Thriller
1005	Children
1005	Comedy
71500	Comedy
71500	Horror
71500	Thriller
52462	Action
52462	Adventure
52462	Animation
52462	Comedy
52462	Fantasy
52462	Mystery
52462	Sci-Fi
55167	Action
55167	Adventure
55167	Animation
55167	Crime
55167	Fantasy
2279	Horror
2279	Thriller
2530	Action
2530	Sci-Fi
2033	Adventure
2033	Animation
2033	Children
2033	Fantasy
60937	Action
60937	Adventure
60937	Fantasy
60937	Thriller
2643	Action
2643	Adventure
2643	Sci-Fi
6959	Action
6959	Adventure
6959	Sci-Fi
5389	Adventure
5389	Animation
5389	Children
5389	Western
7036	Comedy
7036	Fantasy
3918	Horror
3784	Comedy
3784	Fantasy
45442	Action
45442	Adventure
45442	Thriller
49647	Children
49647	Comedy
49647	Drama
49647	Fantasy
7812	Drama
7812	Sci-Fi
71304	Drama
71304	Horror
6536	Adventure
6536	Animation
6536	Children
6536	Fantasy
2720	Action
2720	Adventure
2720	Children
2720	Comedy
5667	Drama
5667	Fantasy
3593	Action
3593	Sci-Fi
5452	Children
5452	Comedy
5452	Romance
3964	Animation
3964	Children
4443	Action
4443	Sci-Fi
4443	Thriller
5604	Comedy
5604	Sci-Fi
30894	Drama
30894	Horror
30894	Mystery
30894	Sci-Fi
30894	Thriller
6338	Children
6338	Comedy
2093	Adventure
2093	Children
2093	Fantasy
56176	Children
56176	Comedy
2793	Comedy
2793	Horror
2793	Romance
2793	Thriller
55553	Comedy
55553	Horror
72294	Animation
72294	Children
72294	Drama
72294	Fantasy
8372	Animation
8372	Children
8372	Comedy
1924	Horror
1924	Sci-Fi
34334	Action
34334	Adventure
34334	Sci-Fi
34334	Thriller
1983	Horror
4564	Drama
4564	Fantasy
4564	Romance
5522	Action
5522	Drama
5522	Sci-Fi
1381	Comedy
1381	Musical
1381	Romance
27604	Horror
27604	Mystery
27604	Thriller
26398	Drama
26398	Sci-Fi
26398	Thriller
6379	Horror
6379	Thriller
8928	Comedy
8928	Horror
1969	Horror
5046	Action
5046	Drama
5046	Sci-Fi
5046	Thriller
84187	Action
84187	Animation
84187	Drama
84187	Sci-Fi
32657	Animation
32657	Drama
2709	Children
2709	Comedy
3576	Action
3576	Horror
3576	Sci-Fi
65685	Adventure
65685	Fantasy
4990	Adventure
4990	Animation
4990	Children
4990	Comedy
4719	Action
4719	Animation
4719	Comedy
4719	Crime
4719	Drama
4719	Romance
4719	Thriller
1603	Horror
1603	Sci-Fi
1603	Thriller
2450	Adventure
2450	Comedy
2450	Sci-Fi
3388	Children
3388	Comedy
1707	Children
1707	Comedy
2084	Children
2084	Musical
69746	Action
69746	Adventure
69746	Animation
69746	Horror
72129	Crime
72129	Horror
72129	Mystery
72129	Thriller
7811	Drama
7811	Sci-Fi
32554	Animation
32554	Fantasy
32554	Sci-Fi
32554	Thriller
72380	Drama
72380	Horror
72380	Mystery
72380	Sci-Fi
72380	Thriller
60609	Adventure
60609	Crime
60609	Drama
60609	Horror
60609	Mystery
1010	Children
1010	Comedy
405	Action
405	Fantasy
2322	Action
2322	Sci-Fi
2322	War
52644	Horror
52644	Thriller
61262	Horror
61262	Mystery
61262	Thriller
169	Adventure
169	Children
169	Drama
53435	Crime
53435	Horror
53435	Thriller
27368	Adventure
27368	Comedy
27368	Fantasy
60816	Adventure
60816	Comedy
60816	Fantasy
2531	Action
2531	Sci-Fi
45662	Horror
45662	Thriller
4748	Action
4748	Children
4748	Comedy
338	Action
338	Sci-Fi
338	Thriller
66090	Horror
66090	Thriller
8666	Action
8666	Crime
8666	Fantasy
366	Drama
366	Horror
366	Mystery
366	Thriller
533	Action
533	Adventure
533	Fantasy
533	Mystery
3440	Action
3440	Adventure
3440	Children
3440	Comedy
3440	Fantasy
26403	Animation
26403	Children
26403	Fantasy
1975	Horror
3693	Comedy
3693	Horror
5504	Adventure
5504	Children
2107	Horror
2107	Thriller
56003	Comedy
56003	Drama
56003	Sci-Fi
56003	Thriller
3864	Action
3864	Adventure
3864	Sci-Fi
558	Action
558	Adventure
558	Animation
558	Children
558	Fantasy
718	Comedy
718	Fantasy
718	Sci-Fi
3466	Comedy
3466	Fantasy
3054	Adventure
3054	Animation
3054	Children
3054	Fantasy
3054	Sci-Fi
2121	Horror
2121	Thriller
5069	Action
5069	Adventure
5069	Animation
5069	Drama
5069	Fantasy
39307	Children
39307	Drama
73759	Action
73759	Animation
73759	Horror
48678	Action
48678	Comedy
48678	Horror
48678	Thriller
69606	Comedy
69606	Fantasy
69606	Romance
2034	Children
2034	Sci-Fi
3550	Horror
1681	Action
1681	Adventure
1681	Fantasy
33830	Adventure
33830	Comedy
33830	Romance
5054	Sci-Fi
5054	Thriller
5804	Children
5804	Comedy
5804	Fantasy
5804	Romance
69278	Action
69278	Adventure
69278	Comedy
69278	Sci-Fi
58332	Horror
58332	Sci-Fi
65868	Fantasy
65868	Horror
65868	Musical
72393	Horror
72393	Mystery
72393	Sci-Fi
72393	Thriller
48518	Horror
48518	Thriller
27441	Action
27441	Animation
27441	Horror
5879	Animation
5879	Comedy
5879	Musical
2532	Action
2532	Sci-Fi
801	Children
801	Comedy
64249	Adventure
64249	Animation
64249	Comedy
64249	Fantasy
34321	Children
34321	Comedy
4030	Horror
6996	Action
6996	Sci-Fi
2789	Horror
4587	Comedy
4587	Musical
4587	Sci-Fi
7891	Drama
7891	Horror
7891	Sci-Fi
6624	Action
6624	Adventure
6624	Children
6624	Fantasy
4195	Horror
4195	Mystery
4899	Adventure
4899	Comedy
4899	Fantasy
2315	Comedy
2315	Horror
2315	Thriller
2328	Horror
2328	Western
5165	Horror
47952	Action
47952	Horror
47952	Thriller
4735	Horror
4735	Sci-Fi
4735	Thriller
66335	Animation
3708	Horror
3708	Thriller
1848	Adventure
1848	Children
1848	Comedy
1848	Fantasy
7646	Horror
7646	Mystery
7646	Thriller
631	Adventure
631	Animation
631	Children
631	Fantasy
631	Musical
631	Romance
60818	Adventure
60818	Fantasy
60818	Thriller
5127	Drama
5127	Fantasy
5127	Mystery
5127	Romance
5127	Thriller
7817	Fantasy
7817	Sci-Fi
47124	Adventure
47124	Animation
47124	Children
47124	Comedy
47124	Fantasy
1971	Horror
1971	Thriller
26203	Sci-Fi
26203	Thriller
27608	Action
27608	Adventure
27608	Animation
27608	Fantasy
27608	Sci-Fi
68941	Drama
68941	Horror
68941	Thriller
31502	Drama
31502	Horror
31502	Mystery
31502	Thriller
565	Drama
565	Horror
27905	Action
27905	Drama
27905	Fantasy
27905	Sci-Fi
4911	Adventure
4911	Comedy
4911	Fantasy
70208	Horror
70208	Thriller
3997	Adventure
3997	Fantasy
8015	Adventure
8015	Animation
8015	Children
8015	Fantasy
6243	Horror
6243	Mystery
2163	Comedy
2163	Horror
72701	Adventure
72701	Animation
72701	Children
72701	Comedy
72701	Sci-Fi
3799	Animation
3799	Children
32289	Children
32289	Comedy
32289	Drama
4591	Adventure
4591	Comedy
4591	Fantasy
8831	Crime
8831	Thriller
27338	Crime
27338	Drama
27338	Horror
27338	Mystery
27338	Thriller
4275	Action
4275	Adventure
4275	Fantasy
4275	Sci-Fi
32825	Adventure
32825	Comedy
32825	Sci-Fi
47404	Adventure
47404	Animation
47404	Comedy
47404	Fantasy
47404	Romance
47404	Sci-Fi
4079	Comedy
4079	Sci-Fi
52712	Crime
52712	Drama
52712	Fantasy
52712	Mystery
52712	Thriller
426	Horror
426	Sci-Fi
426	Thriller
65882	Drama
65882	Horror
65882	Mystery
65882	Thriller
6078	Action
6078	Sci-Fi
6078	Thriller
51562	Sci-Fi
1592	Children
1592	Comedy
8815	Horror
8815	Thriller
7118	Animation
7118	Drama
7118	Sci-Fi
7118	War
68959	Action
68959	Adventure
68959	Animation
68959	Drama
53127	Drama
53127	Horror
53127	Thriller
5480	Children
5480	Comedy
328	Horror
328	Thriller
48591	Drama
48591	Horror
48591	Mystery
